PL;CODE_DEP;NOM_COM;CODE_COM;SECTION;NUMERO;DALLE;BOIS_%;NATURE_%;AUTRE_%;DOMINANTE;PROBA_DOMINANTE;SURF_TOTALE_M2
112850B1144;11;Peyriac-de-Mer;285;0B;1144;4;0.0;0.0;100.0;AUTRE;0;1319.0
112850B1441;11;Peyriac-de-Mer;285;0B;1441;4;0.0;0.0;100.0;AUTRE;0;143.8
112850C0046;11;Peyriac-de-Mer;285;0C;0046;4;0.0;0.0;100.0;AUTRE;0;1022.6
112850C0932;11;Peyriac-de-Mer;285;0C;0932;4;0.0;0.0;100.0;AUTRE;0;115.5
112850C0935;11;Peyriac-de-Mer;285;0C;0935;4;0.0;0.0;100.0;AUTRE;0;59.3
112850C0981;11;Peyriac-de-Mer;285;0C;0981;4;0.0;0.0;100.0;AUTRE;0;95.6
112850C0896;11;Peyriac-de-Mer;285;0C;0896;4;0.0;0.0;100.0;AUTRE;0;199.2
112850C0055;11;Peyriac-de-Mer;285;0C;0055;4;0.0;0.0;100.0;AUTRE;0;29.4
112850C0982;11;Peyriac-de-Mer;285;0C;0982;4;0.0;0.0;100.0;AUTRE;0;462.9
112850C0049;11;Peyriac-de-Mer;285;0C;0049;4;0.0;0.0;100.0;AUTRE;0;139.0
112850C0048;11;Peyriac-de-Mer;285;0C;0048;4;0.0;0.0;100.0;AUTRE;0;190.8
112850C1329;11;Peyriac-de-Mer;285;0C;1329;4;0.0;0.0;100.0;AUTRE;0;26.5
112850C0918;11;Peyriac-de-Mer;285;0C;0918;4;0.0;0.0;100.0;AUTRE;0;302.8
112850C0901;11;Peyriac-de-Mer;285;0C;0901;4;0.0;0.0;100.0;AUTRE;0;233.4
112850C0054;11;Peyriac-de-Mer;285;0C;0054;4;0.0;0.0;100.0;AUTRE;0;139.8
112850C0047;11;Peyriac-de-Mer;285;0C;0047;4;0.0;0.0;100.0;AUTRE;0;309.8
112850C0950;11;Peyriac-de-Mer;285;0C;0950;4;0.0;0.0;100.0;AUTRE;0;94.8
112850C0050;11;Peyriac-de-Mer;285;0C;0050;4;0.0;0.0;100.0;AUTRE;0;332.4
112850C0919;11;Peyriac-de-Mer;285;0C;0919;4;0.0;0.0;100.0;AUTRE;0;262.6
112850C1486;11;Peyriac-de-Mer;285;0C;1486;4;0.0;0.0;100.0;AUTRE;0;189.1
112850C0034;11;Peyriac-de-Mer;285;0C;0034;4;0.0;0.0;100.0;AUTRE;0;3806.6
112850C0032;11;Peyriac-de-Mer;285;0C;0032;4;0.0;0.0;100.0;AUTRE;0;1352.1
112850C0027;11;Peyriac-de-Mer;285;0C;0027;4;0.0;0.0;100.0;AUTRE;0;95.0
112850C0028;11;Peyriac-de-Mer;285;0C;0028;4;0.0;0.0;100.0;AUTRE;0;78.6
112850C0029;11;Peyriac-de-Mer;285;0C;0029;4;0.0;0.0;100.0;AUTRE;0;114.2
112850C0030;11;Peyriac-de-Mer;285;0C;0030;4;0.0;0.0;100.0;AUTRE;0;117.3
112850C0066;11;Peyriac-de-Mer;285;0C;0066;4;0.0;0.0;100.0;AUTRE;0;115.1
112850C0060;11;Peyriac-de-Mer;285;0C;0060;4;0.0;0.0;100.0;AUTRE;0;101.7
112850C0059;11;Peyriac-de-Mer;285;0C;0059;4;0.0;0.0;100.0;AUTRE;0;190.3
112850C0927;11;Peyriac-de-Mer;285;0C;0927;4;0.0;0.0;100.0;AUTRE;0;113.7
112850C0930;11;Peyriac-de-Mer;285;0C;0930;4;0.0;0.0;100.0;AUTRE;0;56.6
112850C0928;11;Peyriac-de-Mer;285;0C;0928;4;0.0;0.0;100.0;AUTRE;0;116.4
112850C0931;11;Peyriac-de-Mer;285;0C;0931;4;0.0;0.0;100.0;AUTRE;0;112.8
112850C0065;11;Peyriac-de-Mer;285;0C;0065;4;0.0;0.0;100.0;AUTRE;0;186.7
112850C0064;11;Peyriac-de-Mer;285;0C;0064;4;0.0;0.0;100.0;AUTRE;0;5.4
112850C1581;11;Peyriac-de-Mer;285;0C;1581;4;0.0;0.0;100.0;AUTRE;0;102.6
112850C0929;11;Peyriac-de-Mer;285;0C;0929;4;0.0;0.0;100.0;AUTRE;0;58.0
112850C0063;11;Peyriac-de-Mer;285;0C;0063;4;0.0;0.0;100.0;AUTRE;0;507.9
112850C0033;11;Peyriac-de-Mer;285;0C;0033;4;0.0;0.0;100.0;AUTRE;0;412.5
112850C0933;11;Peyriac-de-Mer;285;0C;0933;4;0.0;0.0;100.0;AUTRE;0;120.9
112850C0911;11;Peyriac-de-Mer;285;0C;0911;4;0.0;0.0;100.0;AUTRE;0;49.7
112850C1580;11;Peyriac-de-Mer;285;0C;1580;4;0.0;0.0;100.0;AUTRE;0;43.7
112850C1328;11;Peyriac-de-Mer;285;0C;1328;4;0.0;0.0;100.0;AUTRE;0;445.7
112850A0996;11;Peyriac-de-Mer;285;0A;0996;4;5.06;0.0;94.94;AUTRE;0;11174.3
112850A1299;11;Peyriac-de-Mer;285;0A;1299;4;0.1;0.0;99.9;AUTRE;0;5939.6
112850A1303;11;Peyriac-de-Mer;285;0A;1303;4;0.0;0.0;100.0;AUTRE;0;337.9
112850A1301;11;Peyriac-de-Mer;285;0A;1301;4;0.0;0.0;100.0;AUTRE;0;589.7
112850A0987;11;Peyriac-de-Mer;285;0A;0987;4;0.0;0.0;100.0;AUTRE;0;3872.2
112850A0984;11;Peyriac-de-Mer;285;0A;0984;4;0.0;0.0;100.0;AUTRE;0;4876.8
112850A0988;11;Peyriac-de-Mer;285;0A;0988;4;0.0;0.0;100.0;AUTRE;0;2199.9
112850A0989;11;Peyriac-de-Mer;285;0A;0989;4;0.0;0.0;100.0;AUTRE;0;1949.5
112850A0990;11;Peyriac-de-Mer;285;0A;0990;4;0.0;0.0;100.0;AUTRE;0;3871.0
112850A1144;11;Peyriac-de-Mer;285;0A;1144;4;0.0;0.0;100.0;AUTRE;0;660.1
112850A1514;11;Peyriac-de-Mer;285;0A;1514;4;3.37;3.3;93.32;AUTRE;0;124536.2
112850A1343;11;Peyriac-de-Mer;285;0A;1343;4;0.0;0.0;100.0;AUTRE;0;5332.1
112850A1023;11;Peyriac-de-Mer;285;0A;1023;4;0.91;0.0;99.09;AUTRE;0;18901.8
112850A1018;11;Peyriac-de-Mer;285;0A;1018;4;8.91;0.0;91.09;AUTRE;0;5892.9
112850A1015;11;Peyriac-de-Mer;285;0A;1015;4;0.0;0.0;100.0;AUTRE;0;6190.8
112850A1337;11;Peyriac-de-Mer;285;0A;1337;4;1.21;0.0;98.79;AUTRE;0;5518.4
112850A1016;11;Peyriac-de-Mer;285;0A;1016;4;28.47;0.0;71.53;AUTRE;0;4004.5
112850A0995;11;Peyriac-de-Mer;285;0A;0995;4;90.04;0.0;9.96;BOIS;100;10109.7
112850A1017;11;Peyriac-de-Mer;285;0A;1017;4;94.21;0.0;5.79;BOIS;100;1146.5
112850A1173;11;Peyriac-de-Mer;285;0A;1173;4;8.11;0.0;91.89;AUTRE;0;3958.1
112850B1034;11;Peyriac-de-Mer;285;0B;1034;4;45.92;54.08;0.0;NATURE;100;1635.7
112850B1038;11;Peyriac-de-Mer;285;0B;1038;4;0.0;0.0;100.0;AUTRE;0;6774.9
112850B0795;11;Peyriac-de-Mer;285;0B;0795;4;9.75;0.0;90.25;AUTRE;0;2011.5
112850B0798;11;Peyriac-de-Mer;285;0B;0798;4;100.0;0.0;0.0;BOIS;100;3018.7
112850B0828;11;Peyriac-de-Mer;285;0B;0828;4;8.82;0.0;91.18;AUTRE;0;6871.8
112850B0800;11;Peyriac-de-Mer;285;0B;0800;4;100.0;0.0;0.0;BOIS;100;3036.5
112850B0799;11;Peyriac-de-Mer;285;0B;0799;4;100.0;0.0;0.0;BOIS;100;1329.6
112850B0827;11;Peyriac-de-Mer;285;0B;0827;4;100.0;0.0;0.0;BOIS;100;2203.3
112850B1373;11;Peyriac-de-Mer;285;0B;1373;4;76.5;0.0;23.5;BOIS;100;3101.5
112850B1029;11;Peyriac-de-Mer;285;0B;1029;4;19.0;0.0;81.0;AUTRE;0;3449.8
112850B1030;11;Peyriac-de-Mer;285;0B;1030;4;0.0;0.0;100.0;AUTRE;0;803.4
112850B1031;11;Peyriac-de-Mer;285;0B;1031;4;23.39;35.69;40.92;AUTRE;0;1593.7
112850B1033;11;Peyriac-de-Mer;285;0B;1033;4;68.59;27.21;4.2;BOIS;100;7048.0
112850B1036;11;Peyriac-de-Mer;285;0B;1036;4;0.0;14.58;85.42;AUTRE;0;11217.8
112850B1037;11;Peyriac-de-Mer;285;0B;1037;4;0.0;0.0;100.0;AUTRE;0;3152.2
112850B1032;11;Peyriac-de-Mer;285;0B;1032;4;44.33;54.22;1.45;NATURE;100;16547.4
112850B1064;11;Peyriac-de-Mer;285;0B;1064;4;0.0;71.14;28.86;NATURE;100;10588.8
112850B1040;11;Peyriac-de-Mer;285;0B;1040;4;0.0;15.41;84.59;AUTRE;0;3404.3
112850B1041;11;Peyriac-de-Mer;285;0B;1041;4;0.0;17.28;82.72;AUTRE;0;1523.4
112850B0420;11;Peyriac-de-Mer;285;0B;0420;4;0.0;0.03;99.97;AUTRE;0;5570.8
112850B0419;11;Peyriac-de-Mer;285;0B;0419;4;0.0;6.03;93.97;AUTRE;0;2762.0
112850B0421;11;Peyriac-de-Mer;285;0B;0421;4;5.75;1.21;93.05;AUTRE;0;6647.5
112850B0424;11;Peyriac-de-Mer;285;0B;0424;4;100.01;0.0;0.0;BOIS;100;380.9
112850B0425;11;Peyriac-de-Mer;285;0B;0425;4;86.98;12.47;0.55;BOIS;100;6368.2
112850B0426;11;Peyriac-de-Mer;285;0B;0426;4;17.39;0.37;82.25;AUTRE;0;7172.8
112850B0416;11;Peyriac-de-Mer;285;0B;0416;4;0.0;96.98;3.02;NATURE;100;1309.6
112850B0417;11;Peyriac-de-Mer;285;0B;0417;4;15.22;84.78;0.0;NATURE;100;4386.1
112850B0418;11;Peyriac-de-Mer;285;0B;0418;4;37.3;62.7;0.0;NATURE;100;1736.7
112850B0407;11;Peyriac-de-Mer;285;0B;0407;4;0.0;0.0;100.0;AUTRE;0;493.5
112850B0428;11;Peyriac-de-Mer;285;0B;0428;4;98.92;0.32;0.76;BOIS;100;24627.5
112850B1304;11;Peyriac-de-Mer;285;0B;1304;4;0.0;19.37;80.63;AUTRE;0;514651.4
112850B0675;11;Peyriac-de-Mer;285;0B;0675;4;99.99;0.0;0.01;BOIS;100;829.8
112850B0674;11;Peyriac-de-Mer;285;0B;0674;4;72.25;0.0;27.75;BOIS;100;5026.0
112850B0676;11;Peyriac-de-Mer;285;0B;0676;4;100.0;0.0;0.0;BOIS;100;1251.5
112850B0663;11;Peyriac-de-Mer;285;0B;0663;4;58.67;40.98;0.35;BOIS;100;86510.1
112850B0677;11;Peyriac-de-Mer;285;0B;0677;4;100.0;0.0;0.0;BOIS;100;2087.0
112850B0681;11;Peyriac-de-Mer;285;0B;0681;4;82.15;17.8;0.05;BOIS;100;7791.3
112850B0678;11;Peyriac-de-Mer;285;0B;0678;4;100.0;0.0;0.0;BOIS;100;4019.3
112850B0679;11;Peyriac-de-Mer;285;0B;0679;4;89.03;10.83;0.13;BOIS;100;2797.2
112850B0680;11;Peyriac-de-Mer;285;0B;0680;4;1.62;98.35;0.03;NATURE;100;2854.3
112850B0687;11;Peyriac-de-Mer;285;0B;0687;4;0.0;100.0;0.0;NATURE;100;4860.3
112850B0688;11;Peyriac-de-Mer;285;0B;0688;4;0.0;4.58;95.42;AUTRE;0;11036.5
112850B0685;11;Peyriac-de-Mer;285;0B;0685;4;0.0;6.66;93.34;AUTRE;0;3963.8
112850B0686;11;Peyriac-de-Mer;285;0B;0686;4;0.0;99.49;0.51;NATURE;100;3282.6
112850B0809;11;Peyriac-de-Mer;285;0B;0809;4;100.0;0.0;0.0;BOIS;100;5755.3
112850B0808;11;Peyriac-de-Mer;285;0B;0808;4;100.0;0.0;0.0;BOIS;100;3131.6
112850B0826;11;Peyriac-de-Mer;285;0B;0826;4;100.02;0.0;0.0;BOIS;100;264.1
112850B0825;11;Peyriac-de-Mer;285;0B;0825;4;100.0;0.0;0.0;BOIS;100;1966.2
112850B0813;11;Peyriac-de-Mer;285;0B;0813;4;100.0;0.0;0.0;BOIS;100;1741.0
112850B0810;11;Peyriac-de-Mer;285;0B;0810;4;100.0;0.0;0.0;BOIS;100;4015.6
112850B0814;11;Peyriac-de-Mer;285;0B;0814;4;100.0;0.0;0.0;BOIS;100;1173.9
112850B0812;11;Peyriac-de-Mer;285;0B;0812;4;100.0;0.0;0.0;BOIS;100;562.9
112850B0815;11;Peyriac-de-Mer;285;0B;0815;4;99.99;0.0;0.01;BOIS;100;761.9
112850B0811;11;Peyriac-de-Mer;285;0B;0811;4;97.2;1.09;1.71;BOIS;100;79629.2
110040B0332;11;Alaigne;004;0B;0332;3;0.0;0.0;100.0;AUTRE;0;9016.9
110040B0391;11;Alaigne;004;0B;0391;3;0.0;0.0;100.0;AUTRE;0;3703.3
110040B0392;11;Alaigne;004;0B;0392;3;0.0;0.0;100.0;AUTRE;0;11401.8
110040B0397;11;Alaigne;004;0B;0397;3;0.0;0.0;100.0;AUTRE;0;1528.7
110040B0411;11;Alaigne;004;0B;0411;3;0.0;0.0;100.0;AUTRE;0;1210.5
110040B0334;11;Alaigne;004;0B;0334;3;0.0;0.0;100.0;AUTRE;0;2925.0
110040B0817;11;Alaigne;004;0B;0817;3;0.0;0.0;100.0;AUTRE;0;6769.2
110040B0834;11;Alaigne;004;0B;0834;3;0.0;0.0;100.0;AUTRE;0;5331.2
110040B0395;11;Alaigne;004;0B;0395;3;0.0;0.0;100.0;AUTRE;0;2383.8
110040B0335;11;Alaigne;004;0B;0335;3;0.0;0.0;100.0;AUTRE;0;10453.1
110040B0330;11;Alaigne;004;0B;0330;3;0.0;0.0;100.0;AUTRE;0;8044.5
110040B0336;11;Alaigne;004;0B;0336;3;0.0;0.0;100.0;AUTRE;0;7207.4
110040B0328;11;Alaigne;004;0B;0328;3;0.0;0.0;100.0;AUTRE;0;7969.5
110040B0393;11;Alaigne;004;0B;0393;3;0.0;0.0;100.0;AUTRE;0;7058.5
110040B0329;11;Alaigne;004;0B;0329;3;0.0;0.0;100.0;AUTRE;0;6876.8
110040B0322;11;Alaigne;004;0B;0322;3;11.04;0.0;88.96;AUTRE;0;4711.3
110040B0325;11;Alaigne;004;0B;0325;3;2.62;0.0;97.38;AUTRE;0;7639.0
110040B0823;11;Alaigne;004;0B;0823;3;0.0;0.0;100.0;AUTRE;0;2903.3
110040B0413;11;Alaigne;004;0B;0413;3;0.0;0.0;100.0;AUTRE;0;14025.2
110040B0382;11;Alaigne;004;0B;0382;3;0.0;0.0;100.0;AUTRE;0;6058.0
110040B0385;11;Alaigne;004;0B;0385;3;0.78;0.0;99.22;AUTRE;0;20543.7
110040B0856;11;Alaigne;004;0B;0856;3;0.0;0.0;100.0;AUTRE;0;8297.7
110040B0389;11;Alaigne;004;0B;0389;3;0.0;0.0;100.0;AUTRE;0;4572.4
110040B0344;11;Alaigne;004;0B;0344;3;0.04;0.0;99.96;AUTRE;0;19979.6
110040B0345;11;Alaigne;004;0B;0345;3;6.93;0.0;93.07;AUTRE;0;107415.5
110040B0343;11;Alaigne;004;0B;0343;3;1.15;0.0;98.85;AUTRE;0;75490.3
110040B0438;11;Alaigne;004;0B;0438;3;0.0;0.0;100.0;AUTRE;0;2095.1
110040B0827;11;Alaigne;004;0B;0827;3;0.0;0.0;100.0;AUTRE;0;371.2
110040B0826;11;Alaigne;004;0B;0826;3;0.0;0.0;100.0;AUTRE;0;186.8
110040B0420;11;Alaigne;004;0B;0420;3;0.0;0.0;100.0;AUTRE;0;1672.8
110040B0373;11;Alaigne;004;0B;0373;3;100.0;0.0;0.0;BOIS;100;923.8
110040B0374;11;Alaigne;004;0B;0374;3;100.0;0.0;0.0;BOIS;100;2921.0
113280A0308;11;Routier;328;0A;0308;3;0.68;0.0;99.32;AUTRE;0;150547.1
110040D0074;11;Alaigne;004;0D;0074;3;0.0;0.0;100.0;AUTRE;0;18338.5
110040D0066;11;Alaigne;004;0D;0066;3;0.0;0.0;100.0;AUTRE;0;10077.7
110040D0072;11;Alaigne;004;0D;0072;3;0.0;0.0;100.0;AUTRE;0;12945.3
110040D0442;11;Alaigne;004;0D;0442;3;0.0;0.0;100.0;AUTRE;0;23730.4
110040D0070;11;Alaigne;004;0D;0070;3;0.0;0.0;100.0;AUTRE;0;2930.4
110040D0071;11;Alaigne;004;0D;0071;3;0.0;0.0;100.0;AUTRE;0;4.7
110040D0441;11;Alaigne;004;0D;0441;3;0.0;0.0;100.0;AUTRE;0;5306.6
110040D0068;11;Alaigne;004;0D;0068;3;0.0;0.0;100.0;AUTRE;0;1855.0
110040D0443;11;Alaigne;004;0D;0443;3;0.0;0.0;100.0;AUTRE;0;375.2
110040B0225;11;Alaigne;004;0B;0225;3;0.0;0.0;100.0;AUTRE;0;1053.9
110040B0226;11;Alaigne;004;0B;0226;3;0.0;0.0;100.0;AUTRE;0;187.4
110040B0227;11;Alaigne;004;0B;0227;3;0.0;0.0;100.0;AUTRE;0;3176.0
110040B0764;11;Alaigne;004;0B;0764;3;0.0;0.0;100.0;AUTRE;0;1296.5
110040A0314;11;Alaigne;004;0A;0314;3;0.0;0.0;100.0;AUTRE;0;28036.7
110040A0313;11;Alaigne;004;0A;0313;3;0.0;0.0;100.0;AUTRE;0;9390.0
110040A0504;11;Alaigne;004;0A;0504;3;0.0;0.0;100.0;AUTRE;0;12666.9
110040B0777;11;Alaigne;004;0B;0777;3;0.0;0.0;100.0;AUTRE;0;3011.0
110040D0069;11;Alaigne;004;0D;0069;3;0.0;0.0;100.0;AUTRE;0;18532.3
110040C0634;11;Alaigne;004;0C;0634;3;0.0;0.0;100.0;AUTRE;0;11.0
110040C0632;11;Alaigne;004;0C;0632;3;0.0;0.0;100.0;AUTRE;0;8590.3
110040C0631;11;Alaigne;004;0C;0631;3;0.0;0.0;100.0;AUTRE;0;5238.1
110040C0562;11;Alaigne;004;0C;0562;3;0.0;0.0;100.0;AUTRE;0;1894.2
110040C0005;11;Alaigne;004;0C;0005;3;0.0;0.0;100.0;AUTRE;0;602.3
110040C0007;11;Alaigne;004;0C;0007;3;0.0;0.0;100.0;AUTRE;0;292.4
110040C0629;11;Alaigne;004;0C;0629;3;0.0;0.0;100.0;AUTRE;0;535.6
110040C0041;11;Alaigne;004;0C;0041;3;87.12;0.0;12.88;BOIS;100;6231.9
110040C0043;11;Alaigne;004;0C;0043;3;0.0;0.0;100.0;AUTRE;0;3963.2
110040C0044;11;Alaigne;004;0C;0044;3;0.0;0.0;100.0;AUTRE;0;5051.1
110040B0439;11;Alaigne;004;0B;0439;3;0.0;0.0;100.0;AUTRE;0;673.3
110040C0061;11;Alaigne;004;0C;0061;3;0.0;0.0;100.0;AUTRE;0;7606.9
110040A0329;11;Alaigne;004;0A;0329;3;0.0;0.0;100.0;AUTRE;0;22971.3
110040A0328;11;Alaigne;004;0A;0328;3;0.0;0.0;100.0;AUTRE;0;40366.3
110040A0325;11;Alaigne;004;0A;0325;3;0.0;0.0;100.0;AUTRE;0;6482.4
110040A0324;11;Alaigne;004;0A;0324;3;0.0;0.0;100.0;AUTRE;0;1244.6
110040A0316;11;Alaigne;004;0A;0316;3;0.0;0.0;100.0;AUTRE;0;603.6
110040A0315;11;Alaigne;004;0A;0315;3;0.0;0.0;100.0;AUTRE;0;25847.7
110040C0018;11;Alaigne;004;0C;0018;3;4.75;0.0;95.25;AUTRE;0;12587.5
110040C0626;11;Alaigne;004;0C;0626;3;0.0;0.0;100.0;AUTRE;0;2094.5
110040C0627;11;Alaigne;004;0C;0627;3;0.0;0.0;100.0;AUTRE;0;1012.9
110040C0009;11;Alaigne;004;0C;0009;3;0.0;0.0;100.0;AUTRE;0;2144.9
110040C0630;11;Alaigne;004;0C;0630;3;0.0;0.0;100.0;AUTRE;0;6806.6
110040C0023;11;Alaigne;004;0C;0023;3;99.39;0.0;0.61;BOIS;100;4342.3
110040C0628;11;Alaigne;004;0C;0628;3;0.0;0.0;100.0;AUTRE;0;810.0
110040C0623;11;Alaigne;004;0C;0623;3;0.0;0.0;100.0;AUTRE;0;6355.9
110040C0625;11;Alaigne;004;0C;0625;3;0.0;0.0;100.0;AUTRE;0;677.0
110040C0624;11;Alaigne;004;0C;0624;3;0.0;0.0;100.0;AUTRE;0;454.9
110040C0004;11;Alaigne;004;0C;0004;3;0.0;0.0;100.0;AUTRE;0;941.2
110040C0015;11;Alaigne;004;0C;0015;3;0.0;0.0;100.0;AUTRE;0;998.0
110040C0022;11;Alaigne;004;0C;0022;3;12.7;0.0;87.3;AUTRE;0;2758.0
110040C0565;11;Alaigne;004;0C;0565;3;0.0;0.0;100.0;AUTRE;0;411.8
110040C0635;11;Alaigne;004;0C;0635;3;10.04;0.0;89.96;AUTRE;0;1366.4
110040C0622;11;Alaigne;004;0C;0622;3;0.0;0.0;100.0;AUTRE;0;415.6
110040C0636;11;Alaigne;004;0C;0636;3;0.0;0.0;100.0;AUTRE;0;2630.8
110040C0559;11;Alaigne;004;0C;0559;3;0.0;0.0;100.0;AUTRE;0;820.2
110040C0620;11;Alaigne;004;0C;0620;3;0.0;0.0;100.0;AUTRE;0;2875.8
110040C0021;11;Alaigne;004;0C;0021;3;4.05;0.0;95.95;AUTRE;0;3538.4
110040C0621;11;Alaigne;004;0C;0621;3;0.0;0.0;100.0;AUTRE;0;375.3
110040C0014;11;Alaigne;004;0C;0014;3;0.0;0.0;100.0;AUTRE;0;436.6
110040C0650;11;Alaigne;004;0C;0650;3;0.0;0.0;100.0;AUTRE;0;1118.5
110040C0020;11;Alaigne;004;0C;0020;3;0.0;0.0;100.0;AUTRE;0;698.7
110040C0016;11;Alaigne;004;0C;0016;3;0.0;0.0;100.0;AUTRE;0;4744.0
110040C0500;11;Alaigne;004;0C;0500;3;26.26;0.0;73.74;AUTRE;0;4103.8
110040C0038;11;Alaigne;004;0C;0038;3;100.0;0.0;0.0;BOIS;100;4029.1
110040C0046;11;Alaigne;004;0C;0046;3;0.0;0.0;100.0;AUTRE;0;1293.8
110040C0036;11;Alaigne;004;0C;0036;3;100.0;0.0;0.0;BOIS;100;4165.2
110040C0499;11;Alaigne;004;0C;0499;3;31.13;0.0;68.87;AUTRE;0;226.5
110040C0037;11;Alaigne;004;0C;0037;3;99.82;0.0;0.18;BOIS;100;1384.9
110040C0028;11;Alaigne;004;0C;0028;3;100.0;0.0;0.0;BOIS;100;4996.6
110040C0033;11;Alaigne;004;0C;0033;3;3.88;0.0;96.12;AUTRE;0;6619.6
110040C0026;11;Alaigne;004;0C;0026;3;99.99;0.0;0.01;BOIS;100;305.8
110040C0027;11;Alaigne;004;0C;0027;3;100.0;0.0;0.0;BOIS;100;625.3
110040C0031;11;Alaigne;004;0C;0031;3;3.48;0.0;96.52;AUTRE;0;2678.1
110040C0032;11;Alaigne;004;0C;0032;3;0.0;0.0;100.0;AUTRE;0;9177.3
110040C0030;11;Alaigne;004;0C;0030;3;2.04;0.0;97.96;AUTRE;0;5151.1
110040C0029;11;Alaigne;004;0C;0029;3;99.35;0.0;0.65;BOIS;100;1083.0
110040B0443;11;Alaigne;004;0B;0443;3;0.0;0.0;100.0;AUTRE;0;8530.3
110040B0449;11;Alaigne;004;0B;0449;3;0.0;0.0;100.0;AUTRE;0;6412.4
110040B0453;11;Alaigne;004;0B;0453;3;0.0;0.0;100.0;AUTRE;0;4314.8
110040B0454;11;Alaigne;004;0B;0454;3;0.0;0.0;100.0;AUTRE;0;7454.6
110040B0456;11;Alaigne;004;0B;0456;3;0.0;0.0;100.0;AUTRE;0;3003.0
110040B0455;11;Alaigne;004;0B;0455;3;0.0;0.0;100.0;AUTRE;0;1603.6
110040B0444;11;Alaigne;004;0B;0444;3;0.0;0.0;100.0;AUTRE;0;645.6
110040B0445;11;Alaigne;004;0B;0445;3;0.0;0.0;100.0;AUTRE;0;608.4
110040B0446;11;Alaigne;004;0B;0446;3;0.0;0.0;100.0;AUTRE;0;459.4
110040B0448;11;Alaigne;004;0B;0448;3;0.0;0.0;100.0;AUTRE;0;1748.3
110040B0450;11;Alaigne;004;0B;0450;3;0.0;0.0;100.0;AUTRE;0;660.6
110040B0452;11;Alaigne;004;0B;0452;3;0.0;0.0;100.0;AUTRE;0;627.6
110040B0451;11;Alaigne;004;0B;0451;3;0.0;0.0;100.0;AUTRE;0;12.7
110040B0447;11;Alaigne;004;0B;0447;3;0.0;0.0;100.0;AUTRE;0;299.6
110040C0035;11;Alaigne;004;0C;0035;3;5.2;0.0;94.8;AUTRE;0;1524.0
110040C0042;11;Alaigne;004;0C;0042;3;0.0;0.0;100.0;AUTRE;0;9948.7
110040B0819;11;Alaigne;004;0B;0819;3;4.11;0.0;95.89;AUTRE;0;11042.3
110040B0437;11;Alaigne;004;0B;0437;3;5.49;0.0;94.51;AUTRE;0;5504.9
110040B0440;11;Alaigne;004;0B;0440;3;0.0;0.0;100.0;AUTRE;0;7549.2
110040B0423;11;Alaigne;004;0B;0423;3;0.0;0.0;100.0;AUTRE;0;9965.5
110040C0034;11;Alaigne;004;0C;0034;3;0.0;0.0;100.0;AUTRE;0;5210.4
110040B0816;11;Alaigne;004;0B;0816;3;1.71;0.0;98.29;AUTRE;0;15692.8
110040B0435;11;Alaigne;004;0B;0435;3;99.25;0.0;0.75;BOIS;100;1544.3
110040B0434;11;Alaigne;004;0B;0434;3;100.0;0.0;0.0;BOIS;100;609.3
110040B0433;11;Alaigne;004;0B;0433;3;100.0;0.0;0.0;BOIS;100;587.2
110040B0431;11;Alaigne;004;0B;0431;3;100.0;0.0;0.0;BOIS;100;739.3
110040B0432;11;Alaigne;004;0B;0432;3;96.72;0.0;3.28;BOIS;100;1408.1
110040B0430;11;Alaigne;004;0B;0430;3;57.73;0.0;42.27;BOIS;100;575.1
110040B0409;11;Alaigne;004;0B;0409;3;0.0;0.0;100.0;AUTRE;0;1367.0
110040B0408;11;Alaigne;004;0B;0408;3;0.0;0.0;100.0;AUTRE;0;3007.6
110040B0820;11;Alaigne;004;0B;0820;3;0.48;0.0;99.52;AUTRE;0;15010.1
110040B0407;11;Alaigne;004;0B;0407;3;0.0;0.0;100.0;AUTRE;0;4248.9
110040B0398;11;Alaigne;004;0B;0398;3;0.0;0.0;100.0;AUTRE;0;3033.6
110040B0410;11;Alaigne;004;0B;0410;3;0.0;0.0;100.0;AUTRE;0;950.2
110040B0406;11;Alaigne;004;0B;0406;3;0.0;0.0;100.0;AUTRE;0;7676.3
110040B0442;11;Alaigne;004;0B;0442;3;0.0;0.0;100.0;AUTRE;0;98.2
110040B0421;11;Alaigne;004;0B;0421;3;0.0;0.0;100.0;AUTRE;0;1786.7
110040B0414;11;Alaigne;004;0B;0414;3;0.0;0.0;100.0;AUTRE;0;547.3
110040B0412;11;Alaigne;004;0B;0412;3;0.0;0.0;100.0;AUTRE;0;2687.6
110040B0386;11;Alaigne;004;0B;0386;3;0.0;0.0;100.0;AUTRE;0;4711.0
110040B0387;11;Alaigne;004;0B;0387;3;0.0;0.0;100.0;AUTRE;0;7284.8
110040B0104;11;Alaigne;004;0B;0104;3;0.0;0.0;100.0;AUTRE;0;585.9
110040B0105;11;Alaigne;004;0B;0105;3;0.0;0.0;100.0;AUTRE;0;611.1
110040B0108;11;Alaigne;004;0B;0108;3;0.0;0.0;100.0;AUTRE;0;375.4
110040B0900;11;Alaigne;004;0B;0900;3;0.0;0.0;100.0;AUTRE;0;542.6
110040B0899;11;Alaigne;004;0B;0899;3;0.0;0.0;100.0;AUTRE;0;261.1
110040B0898;11;Alaigne;004;0B;0898;3;0.0;0.0;100.0;AUTRE;0;37.8
